,kpca__kernel,kpca__n_components,log_reg__kernel,kpca__gamma,kpca__degree,Accuracy,Fit_time
136,rbf,700,linear,0.043333333333333335,,0.7541103458003244,2.35518536567688
137,rbf,700,sigmoid,0.043333333333333335,,0.7846658360563248,2.3247237682342528
138,rbf,1000,rbf,0.043333333333333335,,0.29435106608053785,3.572207307815552
139,rbf,1000,linear,0.043333333333333335,,0.7720644584969087,3.3416635990142822
140,rbf,1000,sigmoid,0.043333333333333335,,0.7885516819859423,3.402805042266846
141,rbf,2000,rbf,0.043333333333333335,,0.7337466795176191,4.407942771911621
142,rbf,2000,linear,0.043333333333333335,,0.7924316509555938,4.285292053222657
143,rbf,2000,sigmoid,0.043333333333333335,,0.7706140247772633,4.357915544509888
144,rbf,100,rbf,0.04555555555555556,,0.6838089752932603,1.0988009929656983
145,rbf,100,linear,0.04555555555555556,,0.5989268671101813,0.9994187831878663
146,rbf,100,sigmoid,0.04555555555555556,,0.7221020710406921,1.0093192100524901
147,rbf,300,rbf,0.04555555555555556,,0.5775982040010343,1.563302993774414
148,rbf,300,linear,0.04555555555555556,,0.6799207785796564,1.2937090873718262
149,rbf,300,sigmoid,0.04555555555555556,,0.7579832624180165,1.3228907585144043
150,rbf,500,rbf,0.04555555555555556,,0.6086320787982793,2.0444122314453126
151,rbf,500,linear,0.04555555555555556,,0.725503655469099,1.7414844989776612
152,rbf,500,sigmoid,0.04555555555555556,,0.7618749853076,1.723334836959839
153,rbf,700,rbf,0.04555555555555556,,0.3224970027504173,2.666795492172241
154,rbf,700,linear,0.04555555555555556,,0.7419885281741461,2.36528000831604
155,rbf,700,sigmoid,0.04555555555555556,,0.7764263381837843,2.344300413131714
156,rbf,1000,rbf,0.04555555555555556,,0.27009920308422863,3.6097363948822023
157,rbf,1000,linear,0.04555555555555556,,0.7604233761959613,3.3437803268432615
158,rbf,1000,sigmoid,0.04555555555555556,,0.7744881167869484,3.3998430252075194
159,rbf,2000,rbf,0.04555555555555556,,0.7274371752979619,4.419719886779785
160,rbf,2000,linear,0.04555555555555556,,0.7846717130162909,4.232974672317505
161,rbf,2000,sigmoid,0.04555555555555556,,0.7555866381438209,4.386509370803833
162,rbf,100,rbf,0.04777777777777778,,0.6585944662544959,1.1059341430664062
163,rbf,100,linear,0.04777777777777778,,0.5780718869743059,1.0013238430023192
164,rbf,100,sigmoid,0.04777777777777778,,0.708037330449705,1.011173152923584
165,rbf,300,rbf,0.04777777777777778,,0.5514010672559299,1.563032865524292
166,rbf,300,linear,0.04777777777777778,,0.6595582876889443,1.2938618183135986
167,rbf,300,sigmoid,0.04777777777777778,,0.7448964479653964,1.323960304260254
168,rbf,500,rbf,0.04777777777777778,,0.5717682597146148,2.0960457801818846
169,rbf,500,linear,0.04777777777777778,,0.709019958156045,1.7409499645233155
170,rbf,500,sigmoid,0.04777777777777778,,0.7560544441571263,1.7799463272094727
171,rbf,700,rbf,0.04777777777777778,,0.29921601354051575,2.674135112762451
172,rbf,700,linear,0.04777777777777778,,0.7342344671948094,2.373728370666504
173,rbf,700,sigmoid,0.04777777777777778,,0.7662403911704555,2.341693305969238
174,rbf,1000,rbf,0.04777777777777778,,0.25457462563765015,3.544362449645996
175,rbf,1000,linear,0.04777777777777778,,0.7497566938574014,3.3305468559265137
176,rbf,1000,sigmoid,0.04777777777777778,,0.7614013023343285,3.33844108581543
177,rbf,2000,rbf,0.04777777777777778,,0.7250146923999152,4.436724853515625
178,rbf,2000,linear,0.04777777777777778,,0.7764275135757776,4.282596921920776
179,rbf,2000,sigmoid,0.04777777777777778,,0.7429805590164319,4.35864782333374
180,rbf,100,rbf,0.05,,0.6440501657302711,1.0906853199005127
181,rbf,100,linear,0.05,,0.5480112367474553,1.0379262924194337
182,rbf,100,sigmoid,0.05,,0.68717882413785,1.01979718208313
183,rbf,300,rbf,0.05,,0.5164836973130539,1.554346513748169
184,rbf,300,linear,0.05,,0.6440372364183455,1.3744189739227295
185,rbf,300,sigmoid,0.05,,0.7269564399727309,1.3567182064056396
186,rbf,500,rbf,0.05,,0.5009708737864077,2.0890119075775146
187,rbf,500,linear,0.05,,0.6905945132701756,1.7772586345672607
188,rbf,500,sigmoid,0.05,,0.7453818848586004,1.796541690826416
189,rbf,700,rbf,0.05,,0.2725440184301465,2.685719108581543
190,rbf,700,linear,0.05,,0.719686640494605,2.3885380744934084
191,rbf,700,sigmoid,0.05,,0.749754343073415,2.3473183631896974
192,rbf,1000,rbf,0.05,,0.23371964550177485,3.5401814460754393
193,rbf,1000,linear,0.05,,0.737639577799196,3.3022618293762207
194,rbf,1000,sigmoid,0.05,,0.7439408542749006,3.346265268325806
195,rbf,2000,rbf,0.05,,0.7167763699193681,4.429739856719971
196,rbf,2000,linear,0.05,,0.7662462681304214,4.300895929336548
197,rbf,2000,sigmoid,0.05,,0.7260043724582148,4.402379989624023
198,sigmoid,100,rbf,0.03,,0.1008733162509697,0.6792961120605469
199,sigmoid,100,linear,0.03,,0.1008733162509697,0.6353413581848144
200,sigmoid,100,sigmoid,0.03,,0.1008733162509697,0.6534224033355713
201,sigmoid,300,rbf,0.03,,0.1008733162509697,0.906285285949707
202,sigmoid,300,linear,0.03,,0.1008733162509697,0.8448073863983154
203,sigmoid,300,sigmoid,0.03,,0.1008733162509697,0.8790312290191651
204,sigmoid,500,rbf,0.03,,0.1008733162509697,1.2295446872711182
205,sigmoid,500,linear,0.03,,0.1008733162509697,1.1740780353546143
206,sigmoid,500,sigmoid,0.03,,0.1008733162509697,1.1980364799499512
207,sigmoid,700,rbf,0.03,,0.1008733162509697,1.6881192207336426
208,sigmoid,700,linear,0.03,,0.1008733162509697,1.641040325164795
209,sigmoid,700,sigmoid,0.03,,0.1008733162509697,1.6240389347076416
210,sigmoid,1000,rbf,0.03,,0.1008733162509697,2.144655704498291
211,sigmoid,1000,linear,0.03,,0.1008733162509697,2.070647716522217
212,sigmoid,1000,sigmoid,0.03,,0.1008733162509697,2.101678228378296
213,sigmoid,2000,rbf,0.03,,0.1008733162509697,3.2900059700012205
214,sigmoid,2000,linear,0.03,,0.1008733162509697,3.235752487182617
215,sigmoid,2000,sigmoid,0.03,,0.1008733162509697,3.2566366672515867
216,sigmoid,100,rbf,0.03222222222222222,,0.1008733162509697,0.673189926147461
217,sigmoid,100,linear,0.03222222222222222,,0.1008733162509697,0.63316330909729
218,sigmoid,100,sigmoid,0.03222222222222222,,0.1008733162509697,0.6479096412658691
219,sigmoid,300,rbf,0.03222222222222222,,0.1008733162509697,0.9031237602233887
220,sigmoid,300,linear,0.03222222222222222,,0.1008733162509697,0.8781413555145263
221,sigmoid,300,sigmoid,0.03222222222222222,,0.1008733162509697,0.8748074531555176
222,sigmoid,500,rbf,0.03222222222222222,,0.1008733162509697,1.233120822906494
223,sigmoid,500,linear,0.03222222222222222,,0.1008733162509697,1.170355987548828
224,sigmoid,500,sigmoid,0.03222222222222222,,0.1008733162509697,1.2150059700012208
225,sigmoid,700,rbf,0.03222222222222222,,0.1008733162509697,1.7066383361816406
226,sigmoid,700,linear,0.03222222222222222,,0.1008733162509697,1.6380733013153077
227,sigmoid,700,sigmoid,0.03222222222222222,,0.1008733162509697,1.6422637462615968
228,sigmoid,1000,rbf,0.03222222222222222,,0.1008733162509697,2.1770066738128664
229,sigmoid,1000,linear,0.03222222222222222,,0.1008733162509697,2.1024757385253907
230,sigmoid,1000,sigmoid,0.03222222222222222,,0.1008733162509697,2.159258985519409
231,sigmoid,2000,rbf,0.03222222222222222,,0.1008733162509697,3.2452853202819822
232,sigmoid,2000,linear,0.03222222222222222,,0.1008733162509697,3.242336654663086
233,sigmoid,2000,sigmoid,0.03222222222222222,,0.1008733162509697,3.2271080017089844
234,sigmoid,100,rbf,0.034444444444444444,,0.1008733162509697,0.6885454177856445
235,sigmoid,100,linear,0.034444444444444444,,0.1008733162509697,0.6383805274963379
236,sigmoid,100,sigmoid,0.034444444444444444,,0.1008733162509697,0.6511693000793457
237,sigmoid,300,rbf,0.034444444444444444,,0.1008733162509697,0.9072342872619629
238,sigmoid,300,linear,0.034444444444444444,,0.1008733162509697,0.886655855178833
239,sigmoid,300,sigmoid,0.034444444444444444,,0.1008733162509697,0.8779171466827392
240,sigmoid,500,rbf,0.034444444444444444,,0.1008733162509697,1.2532431602478027
241,sigmoid,500,linear,0.034444444444444444,,0.1008733162509697,1.1799329757690429
242,sigmoid,500,sigmoid,0.034444444444444444,,0.1008733162509697,1.2302399635314942
243,sigmoid,700,rbf,0.034444444444444444,,0.1008733162509697,1.680790662765503
244,sigmoid,700,linear,0.034444444444444444,,0.1008733162509697,1.6405142784118651
245,sigmoid,700,sigmoid,0.034444444444444444,,0.1008733162509697,1.6558367252349853
246,sigmoid,1000,rbf,0.034444444444444444,,0.1008733162509697,2.2188854217529297
247,sigmoid,1000,linear,0.034444444444444444,,0.1008733162509697,2.0776578426361083
248,sigmoid,1000,sigmoid,0.034444444444444444,,0.1008733162509697,2.138208103179932
249,sigmoid,2000,rbf,0.034444444444444444,,0.1008733162509697,3.3306429386138916
250,sigmoid,2000,linear,0.034444444444444444,,0.1008733162509697,3.1750597953796387
251,sigmoid,2000,sigmoid,0.034444444444444444,,0.1008733162509697,3.2451232433319093
252,sigmoid,100,rbf,0.03666666666666667,,0.1008733162509697,0.7010575771331787
253,sigmoid,100,linear,0.03666666666666667,,0.1008733162509697,0.6581292152404785
254,sigmoid,100,sigmoid,0.03666666666666667,,0.1008733162509697,0.6534485340118408
255,sigmoid,300,rbf,0.03666666666666667,,0.1008733162509697,0.8990757942199707
256,sigmoid,300,linear,0.03666666666666667,,0.1008733162509697,0.863195276260376
257,sigmoid,300,sigmoid,0.03666666666666667,,0.1008733162509697,0.8664337635040283
258,sigmoid,500,rbf,0.03666666666666667,,0.1008733162509697,1.2474493980407715
259,sigmoid,500,linear,0.03666666666666667,,0.1008733162509697,1.1929698944091798
260,sigmoid,500,sigmoid,0.03666666666666667,,0.1008733162509697,1.2060581207275392
261,sigmoid,700,rbf,0.03666666666666667,,0.1008733162509697,1.695420789718628
262,sigmoid,700,linear,0.03666666666666667,,0.1008733162509697,1.6134491443634034
263,sigmoid,700,sigmoid,0.03666666666666667,,0.1008733162509697,1.6760264873504638
264,sigmoid,1000,rbf,0.03666666666666667,,0.1008733162509697,2.18280086517334
265,sigmoid,1000,linear,0.03666666666666667,,0.1008733162509697,2.1144174575805663
266,sigmoid,1000,sigmoid,0.03666666666666667,,0.1008733162509697,2.131109189987183
267,sigmoid,2000,rbf,0.03666666666666667,,0.1008733162509697,3.3389659881591798
268,sigmoid,2000,linear,0.03666666666666667,,0.1008733162509697,3.2270572185516357
269,sigmoid,2000,sigmoid,0.03666666666666667,,0.1008733162509697,3.2851897716522216
270,sigmoid,100,rbf,0.03888888888888889,,0.1008733162509697,0.6824098587036133
271,sigmoid,100,linear,0.03888888888888889,,0.1008733162509697,0.6265413284301757
272,sigmoid,100,sigmoid,0.03888888888888889,,0.1008733162509697,0.6506757736206055
273,sigmoid,300,rbf,0.03888888888888889,,0.1008733162509697,0.9247660160064697
274,sigmoid,300,linear,0.03888888888888889,,0.1008733162509697,0.8635836601257324
275,sigmoid,300,sigmoid,0.03888888888888889,,0.1008733162509697,0.8791934013366699
276,sigmoid,500,rbf,0.03888888888888889,,0.1008733162509697,1.2473551750183105
277,sigmoid,500,linear,0.03888888888888889,,0.1008733162509697,1.1784399509429933
278,sigmoid,500,sigmoid,0.03888888888888889,,0.1008733162509697,1.2103854179382325
279,sigmoid,700,rbf,0.03888888888888889,,0.1008733162509697,1.6807405948638916
280,sigmoid,700,linear,0.03888888888888889,,0.1008733162509697,1.6282154083251954
281,sigmoid,700,sigmoid,0.03888888888888889,,0.1008733162509697,1.618319845199585
282,sigmoid,1000,rbf,0.03888888888888889,,0.1008733162509697,2.1578235149383547
283,sigmoid,1000,linear,0.03888888888888889,,0.1008733162509697,2.058808517456055
284,sigmoid,1000,sigmoid,0.03888888888888889,,0.1008733162509697,2.0863012790679933
285,sigmoid,2000,rbf,0.03888888888888889,,0.1008733162509697,3.3102927684783934
286,sigmoid,2000,linear,0.03888888888888889,,0.1008733162509697,3.1947500705718994
287,sigmoid,2000,sigmoid,0.03888888888888889,,0.1008733162509697,3.245095443725586
288,sigmoid,100,rbf,0.04111111111111111,,0.1008733162509697,0.6757699966430664
289,sigmoid,100,linear,0.04111111111111111,,0.1008733162509697,0.6319563388824463
290,sigmoid,100,sigmoid,0.04111111111111111,,0.1008733162509697,0.6466940402984619
291,sigmoid,300,rbf,0.04111111111111111,,0.1008733162509697,0.9059818267822266
292,sigmoid,300,linear,0.04111111111111111,,0.1008733162509697,0.9154789447784424
293,sigmoid,300,sigmoid,0.04111111111111111,,0.1008733162509697,0.8733102321624756
294,sigmoid,500,rbf,0.04111111111111111,,0.1008733162509697,1.2269449710845948
295,sigmoid,500,linear,0.04111111111111111,,0.1008733162509697,1.1980297088623046
296,sigmoid,500,sigmoid,0.04111111111111111,,0.1008733162509697,1.19034743309021
297,sigmoid,700,rbf,0.04111111111111111,,0.1008733162509697,1.6898508548736573
298,sigmoid,700,linear,0.04111111111111111,,0.1008733162509697,1.6243207931518555
299,sigmoid,700,sigmoid,0.04111111111111111,,0.1008733162509697,1.62308349609375
300,sigmoid,1000,rbf,0.04111111111111111,,0.1008733162509697,2.140737247467041
301,sigmoid,1000,linear,0.04111111111111111,,0.1008733162509697,2.075243377685547
302,sigmoid,1000,sigmoid,0.04111111111111111,,0.1008733162509697,2.092997694015503
303,sigmoid,2000,rbf,0.04111111111111111,,0.1008733162509697,3.301658058166504
304,sigmoid,2000,linear,0.04111111111111111,,0.1008733162509697,3.2088063240051268
305,sigmoid,2000,sigmoid,0.04111111111111111,,0.1008733162509697,3.214694452285767
306,sigmoid,100,rbf,0.043333333333333335,,0.1008733162509697,0.719945240020752
307,sigmoid,100,linear,0.043333333333333335,,0.1008733162509697,0.6379435539245606
308,sigmoid,100,sigmoid,0.043333333333333335,,0.1008733162509697,0.6517047882080078
309,sigmoid,300,rbf,0.043333333333333335,,0.1008733162509697,0.9004538536071778
310,sigmoid,300,linear,0.043333333333333335,,0.1008733162509697,0.8713095664978028
311,sigmoid,300,sigmoid,0.043333333333333335,,0.1008733162509697,0.8898108005523682
312,sigmoid,500,rbf,0.043333333333333335,,0.1008733162509697,1.2344722270965576
313,sigmoid,500,linear,0.043333333333333335,,0.1008733162509697,1.16406569480896
314,sigmoid,500,sigmoid,0.043333333333333335,,0.1008733162509697,1.2051225185394288
315,sigmoid,700,rbf,0.043333333333333335,,0.1008733162509697,1.7096918106079102
316,sigmoid,700,linear,0.043333333333333335,,0.1008733162509697,1.6220165729522704
317,sigmoid,700,sigmoid,0.043333333333333335,,0.1008733162509697,1.63753981590271
318,sigmoid,1000,rbf,0.043333333333333335,,0.1008733162509697,2.1550747871398928
319,sigmoid,1000,linear,0.043333333333333335,,0.1008733162509697,2.082472324371338
320,sigmoid,1000,sigmoid,0.043333333333333335,,0.1008733162509697,2.083719778060913
321,sigmoid,2000,rbf,0.043333333333333335,,0.1008733162509697,3.349120283126831
322,sigmoid,2000,linear,0.043333333333333335,,0.1008733162509697,3.212902641296387
323,sigmoid,2000,sigmoid,0.043333333333333335,,0.1008733162509697,3.2740766048431396
324,sigmoid,100,rbf,0.04555555555555556,,0.1008733162509697,0.6825293064117431
325,sigmoid,100,linear,0.04555555555555556,,0.1008733162509697,0.633450698852539
326,sigmoid,100,sigmoid,0.04555555555555556,,0.1008733162509697,0.7124969005584717
327,sigmoid,300,rbf,0.04555555555555556,,0.1008733162509697,0.9029171943664551
328,sigmoid,300,linear,0.04555555555555556,,0.1008733162509697,0.8610413551330567
329,sigmoid,300,sigmoid,0.04555555555555556,,0.1008733162509697,0.869326400756836
330,sigmoid,500,rbf,0.04555555555555556,,0.1008733162509697,1.223111629486084
331,sigmoid,500,linear,0.04555555555555556,,0.1008733162509697,1.1650284290313722
332,sigmoid,500,sigmoid,0.04555555555555556,,0.1008733162509697,1.2019495010375976
333,sigmoid,700,rbf,0.04555555555555556,,0.1008733162509697,1.6977290630340576
334,sigmoid,700,linear,0.04555555555555556,,0.1008733162509697,1.6326300144195556
335,sigmoid,700,sigmoid,0.04555555555555556,,0.1008733162509697,1.6428935527801514
336,sigmoid,1000,rbf,0.04555555555555556,,0.1008733162509697,2.1896052837371824
337,sigmoid,1000,linear,0.04555555555555556,,0.1008733162509697,2.13607439994812
338,sigmoid,1000,sigmoid,0.04555555555555556,,0.1008733162509697,2.1531997203826903
339,sigmoid,2000,rbf,0.04555555555555556,,0.1008733162509697,3.3369376182556154
340,sigmoid,2000,linear,0.04555555555555556,,0.1008733162509697,3.2382129192352296
341,sigmoid,2000,sigmoid,0.04555555555555556,,0.1008733162509697,3.2583099842071532
342,sigmoid,100,rbf,0.04777777777777778,,0.1008733162509697,0.675181245803833
343,sigmoid,100,linear,0.04777777777777778,,0.1008733162509697,0.6392165660858155
344,sigmoid,100,sigmoid,0.04777777777777778,,0.1008733162509697,0.6592957496643066
345,sigmoid,300,rbf,0.04777777777777778,,0.1008733162509697,0.9043911457061767
346,sigmoid,300,linear,0.04777777777777778,,0.1008733162509697,0.8596238613128662
347,sigmoid,300,sigmoid,0.04777777777777778,,0.1008733162509697,0.8787905693054199
