,pca__n_components,Accuracy,Fit_time
0,100,0.8569254096241096,1.551466417312622
1,300,0.851591480758833,1.882563304901123
2,700,0.8501375208632078,3.816616916656494
3,500,0.8491654716848069,2.8304900169372558
4,1000,0.8491666470768001,5.305267715454102
5,2000,,0.02209811210632324
