,kpca__kernel,kpca__n_components,kpca__gamma,kpca__degree,Accuracy,Fit_time
129,poly,14,0.03888888888888889,1.0,0.8233333333333333,0.025364160537719727
130,poly,4,0.04111111111111111,1.0,0.8333333333333334,0.012514019012451172
131,poly,8,0.04111111111111111,1.0,0.8366666666666667,0.008451414108276368
132,poly,10,0.04111111111111111,1.0,0.8233333333333335,0.012262248992919922
133,poly,12,0.04111111111111111,1.0,0.8133333333333332,0.013898229598999024
134,poly,14,0.04111111111111111,1.0,0.8233333333333333,0.015571260452270507
135,poly,4,0.043333333333333335,1.0,0.8333333333333334,0.01190943717956543
136,poly,8,0.043333333333333335,1.0,0.8366666666666667,0.012087535858154298
137,poly,10,0.043333333333333335,1.0,0.8233333333333335,0.018520879745483398
138,poly,12,0.043333333333333335,1.0,0.8133333333333332,0.017686843872070312
139,poly,14,0.043333333333333335,1.0,0.8233333333333333,0.020772886276245118
140,poly,4,0.04555555555555556,1.0,0.8333333333333334,0.014200210571289062
141,poly,8,0.04555555555555556,1.0,0.8366666666666667,0.010477542877197266
142,poly,10,0.04555555555555556,1.0,0.8233333333333335,0.014203882217407227
143,poly,12,0.04555555555555556,1.0,0.8133333333333332,0.02063727378845215
144,poly,14,0.04555555555555556,1.0,0.8233333333333333,0.021100282669067383
145,poly,4,0.04777777777777778,1.0,0.8333333333333334,0.012095785140991211
146,poly,8,0.04777777777777778,1.0,0.8366666666666667,0.012441587448120118
147,poly,10,0.04777777777777778,1.0,0.8233333333333335,0.018070411682128907
148,poly,12,0.04777777777777778,1.0,0.8133333333333332,0.015379858016967774
149,poly,14,0.04777777777777778,1.0,0.8233333333333333,0.016428709030151367
150,poly,4,0.05,1.0,0.8333333333333334,0.010007381439208984
151,poly,8,0.05,1.0,0.8366666666666667,0.009267044067382813
152,poly,10,0.05,1.0,0.8233333333333335,0.020899248123168946
153,poly,12,0.05,1.0,0.8133333333333332,0.017978334426879884
154,poly,14,0.05,1.0,0.8233333333333333,0.016904354095458984
155,poly,4,0.03,2.0,0.8300000000000001,0.010724830627441406
156,poly,8,0.03,2.0,0.8400000000000001,0.01012887954711914
157,poly,10,0.03,2.0,0.82,0.018851709365844727
158,poly,12,0.03,2.0,0.8166666666666667,0.01934208869934082
159,poly,14,0.03,2.0,0.8233333333333333,0.015394306182861328
160,poly,4,0.03222222222222222,2.0,0.8300000000000001,0.010474586486816406
161,poly,8,0.03222222222222222,2.0,0.8400000000000001,0.017031002044677734
162,poly,10,0.03222222222222222,2.0,0.82,0.01618533134460449
163,poly,12,0.03222222222222222,2.0,0.8166666666666667,0.014423370361328125
164,poly,14,0.03222222222222222,2.0,0.8233333333333333,0.029761266708374024
165,poly,4,0.034444444444444444,2.0,0.8300000000000001,0.028080129623413087
166,poly,8,0.034444444444444444,2.0,0.8433333333333334,0.028139448165893553
167,poly,10,0.034444444444444444,2.0,0.82,0.043477439880371095
168,poly,12,0.034444444444444444,2.0,0.82,0.04058685302734375
169,poly,14,0.034444444444444444,2.0,0.8266666666666668,0.04706487655639648
170,poly,4,0.03666666666666667,2.0,0.8300000000000001,0.04666919708251953
171,poly,8,0.03666666666666667,2.0,0.8433333333333334,0.03076801300048828
172,poly,10,0.03666666666666667,2.0,0.8233333333333333,0.04981374740600586
173,poly,12,0.03666666666666667,2.0,0.82,0.05720357894897461
174,poly,14,0.03666666666666667,2.0,0.8266666666666668,0.04916572570800781
175,poly,4,0.03888888888888889,2.0,0.8300000000000001,0.03852181434631348
176,poly,8,0.03888888888888889,2.0,0.8433333333333334,0.048871421813964845
177,poly,10,0.03888888888888889,2.0,0.8233333333333333,0.04098219871520996
178,poly,12,0.03888888888888889,2.0,0.82,0.03993692398071289
179,poly,14,0.03888888888888889,2.0,0.8266666666666668,0.04406228065490723
180,poly,4,0.04111111111111111,2.0,0.8300000000000001,0.052665424346923825
181,poly,8,0.04111111111111111,2.0,0.8433333333333334,0.044435882568359376
182,poly,10,0.04111111111111111,2.0,0.8233333333333333,0.03899369239807129
183,poly,12,0.04111111111111111,2.0,0.8166666666666667,0.04634542465209961
184,poly,14,0.04111111111111111,2.0,0.8266666666666668,0.055414247512817386
185,poly,4,0.043333333333333335,2.0,0.8300000000000001,0.05239191055297852
186,poly,8,0.043333333333333335,2.0,0.8433333333333334,0.07788119316101075
187,poly,10,0.043333333333333335,2.0,0.8233333333333333,0.08244028091430664
188,poly,12,0.043333333333333335,2.0,0.8166666666666667,0.0646777629852295
189,poly,14,0.043333333333333335,2.0,0.8266666666666668,0.05629425048828125
190,poly,4,0.04555555555555556,2.0,0.8300000000000001,0.036649131774902345
191,poly,8,0.04555555555555556,2.0,0.8400000000000001,0.030835533142089845
192,poly,10,0.04555555555555556,2.0,0.82,0.04764289855957031
193,poly,12,0.04555555555555556,2.0,0.8166666666666667,0.06553630828857422
194,poly,14,0.04555555555555556,2.0,0.8266666666666668,0.0692366600036621
195,poly,4,0.04777777777777778,2.0,0.8300000000000001,0.037131738662719724
196,poly,8,0.04777777777777778,2.0,0.8400000000000001,0.026778364181518556
197,poly,10,0.04777777777777778,2.0,0.8166666666666667,0.04312448501586914
198,poly,12,0.04777777777777778,2.0,0.8166666666666667,0.053823089599609374
199,poly,14,0.04777777777777778,2.0,0.8266666666666668,0.057468318939208986
200,poly,4,0.05,2.0,0.8300000000000001,0.05057549476623535
201,poly,8,0.05,2.0,0.8400000000000001,0.05180683135986328
202,poly,10,0.05,2.0,0.8166666666666667,0.0526123046875
203,poly,12,0.05,2.0,0.8099999999999999,0.04402632713317871
204,poly,14,0.05,2.0,0.8266666666666668,0.05361051559448242
205,poly,4,0.03,3.0,0.8233333333333335,0.0514225959777832
206,poly,8,0.03,3.0,0.8366666666666667,0.017274141311645508
207,poly,10,0.03,3.0,0.82,0.03766422271728516
208,poly,12,0.03,3.0,0.8133333333333332,0.04266791343688965
209,poly,14,0.03,3.0,0.8233333333333333,0.0531857967376709
210,poly,4,0.03222222222222222,3.0,0.8200000000000001,0.03772587776184082
211,poly,8,0.03222222222222222,3.0,0.8333333333333334,0.02295660972595215
212,poly,10,0.03222222222222222,3.0,0.82,0.03270444869995117
213,poly,12,0.03222222222222222,3.0,0.8166666666666667,0.0517488956451416
214,poly,14,0.03222222222222222,3.0,0.8266666666666665,0.045320987701416016
215,poly,4,0.034444444444444444,3.0,0.8200000000000001,0.030913066864013673
216,poly,8,0.034444444444444444,3.0,0.8333333333333334,0.042024755477905275
217,poly,10,0.034444444444444444,3.0,0.8166666666666667,0.030917644500732422
218,poly,12,0.034444444444444444,3.0,0.8133333333333332,0.03875656127929687
219,poly,14,0.034444444444444444,3.0,0.8233333333333333,0.04588918685913086
220,poly,4,0.03666666666666667,3.0,0.8200000000000001,0.04095373153686523
221,poly,8,0.03666666666666667,3.0,0.8300000000000001,0.02373957633972168
222,poly,10,0.03666666666666667,3.0,0.8166666666666667,0.042651700973510745
223,poly,12,0.03666666666666667,3.0,0.8133333333333332,0.04477801322937012
224,poly,14,0.03666666666666667,3.0,0.8233333333333333,0.04364910125732422
225,poly,4,0.03888888888888889,3.0,0.8200000000000001,0.0319124698638916
226,poly,8,0.03888888888888889,3.0,0.8266666666666668,0.030394744873046876
227,poly,10,0.03888888888888889,3.0,0.8166666666666667,0.037816524505615234
228,poly,12,0.03888888888888889,3.0,0.8133333333333332,0.04709682464599609
229,poly,14,0.03888888888888889,3.0,0.8233333333333333,0.048967742919921876
230,poly,4,0.04111111111111111,3.0,0.8200000000000001,0.0373194694519043
231,poly,8,0.04111111111111111,3.0,0.8266666666666668,0.03241519927978516
232,poly,10,0.04111111111111111,3.0,0.8166666666666667,0.051899957656860354
233,poly,12,0.04111111111111111,3.0,0.8133333333333332,0.05082449913024902
234,poly,14,0.04111111111111111,3.0,0.82,0.04731249809265137
235,poly,4,0.043333333333333335,3.0,0.8233333333333335,0.02891840934753418
236,poly,8,0.043333333333333335,3.0,0.8266666666666668,0.03486485481262207
237,poly,10,0.043333333333333335,3.0,0.8166666666666667,0.02475008964538574
238,poly,12,0.043333333333333335,3.0,0.8133333333333332,0.03407883644104004
239,poly,14,0.043333333333333335,3.0,0.8133333333333332,0.03660979270935059
240,poly,4,0.04555555555555556,3.0,0.8233333333333335,0.03765554428100586
241,poly,8,0.04555555555555556,3.0,0.8333333333333334,0.01726670265197754
242,poly,10,0.04555555555555556,3.0,0.82,0.0210723876953125
243,poly,12,0.04555555555555556,3.0,0.8166666666666667,0.035814332962036136
244,poly,14,0.04555555555555556,3.0,0.82,0.03670477867126465
245,poly,4,0.04777777777777778,3.0,0.82,0.02620244026184082
246,poly,8,0.04777777777777778,3.0,0.8333333333333334,0.03489527702331543
247,poly,10,0.04777777777777778,3.0,0.82,0.05218057632446289
248,poly,12,0.04777777777777778,3.0,0.8166666666666667,0.04282994270324707
249,poly,14,0.04777777777777778,3.0,0.82,0.04565901756286621
250,poly,4,0.05,3.0,0.82,0.03456096649169922
251,poly,8,0.05,3.0,0.8300000000000001,0.03439097404479981
252,poly,10,0.05,3.0,0.82,0.036131668090820315
253,poly,12,0.05,3.0,0.8166666666666667,0.04411325454711914
254,poly,14,0.05,3.0,0.82,0.0420565128326416
255,poly,4,0.03,5.0,0.8233333333333333,0.03563137054443359
256,poly,8,0.03,5.0,0.8366666666666667,0.031595039367675784
257,poly,10,0.03,5.0,0.8233333333333335,0.0573488712310791
258,poly,12,0.03,5.0,0.8266666666666668,0.048932552337646484
259,poly,14,0.03,5.0,0.8333333333333334,0.05171599388122559
260,poly,4,0.03222222222222222,5.0,0.8233333333333333,0.037109661102294925
261,poly,8,0.03222222222222222,5.0,0.8333333333333334,0.03879995346069336
262,poly,10,0.03222222222222222,5.0,0.8266666666666668,0.04593305587768555
263,poly,12,0.03222222222222222,5.0,0.8266666666666668,0.05625166893005371
264,poly,14,0.03222222222222222,5.0,0.8300000000000001,0.05378170013427734
265,poly,4,0.034444444444444444,5.0,0.8266666666666665,0.03805632591247558
266,poly,8,0.034444444444444444,5.0,0.8366666666666667,0.033417558670043944
267,poly,10,0.034444444444444444,5.0,0.8300000000000001,0.03182172775268555
268,poly,12,0.034444444444444444,5.0,0.8266666666666668,0.045202207565307614
269,poly,14,0.034444444444444444,5.0,0.8266666666666668,0.041115093231201175
270,poly,4,0.03666666666666667,5.0,0.8266666666666665,0.029571342468261718
271,poly,8,0.03666666666666667,5.0,0.8300000000000001,0.021037530899047852
272,poly,10,0.03666666666666667,5.0,0.8333333333333334,0.03779864311218262
273,poly,12,0.03666666666666667,5.0,0.8266666666666668,0.027892303466796876
274,poly,14,0.03666666666666667,5.0,0.8266666666666668,0.03553881645202637
275,poly,4,0.03888888888888889,5.0,0.8266666666666665,0.025269794464111327
276,poly,8,0.03888888888888889,5.0,0.8333333333333334,0.017114925384521484
277,poly,10,0.03888888888888889,5.0,0.8300000000000001,0.0398038387298584
278,poly,12,0.03888888888888889,5.0,0.8266666666666668,0.04008064270019531
279,poly,14,0.03888888888888889,5.0,0.8300000000000001,0.023225116729736327
280,poly,4,0.04111111111111111,5.0,0.8266666666666665,0.023557233810424804
281,poly,8,0.04111111111111111,5.0,0.8333333333333334,0.018779850006103514
282,poly,10,0.04111111111111111,5.0,0.8300000000000001,0.03769702911376953
283,poly,12,0.04111111111111111,5.0,0.8266666666666668,0.03707442283630371
284,poly,14,0.04111111111111111,5.0,0.8266666666666668,0.025629615783691405
285,poly,4,0.043333333333333335,5.0,0.8299999999999998,0.018013763427734374
286,poly,8,0.043333333333333335,5.0,0.8300000000000001,0.016987419128417967
287,poly,10,0.043333333333333335,5.0,0.8300000000000001,0.01877627372741699
288,poly,12,0.043333333333333335,5.0,0.8300000000000001,0.03205885887145996
289,poly,14,0.043333333333333335,5.0,0.8233333333333335,0.027960824966430663
290,poly,4,0.04555555555555556,5.0,0.8266666666666665,0.02635326385498047
291,poly,8,0.04555555555555556,5.0,0.8300000000000001,0.018743896484375
292,poly,10,0.04555555555555556,5.0,0.8333333333333334,0.04020447731018066
293,poly,12,0.04555555555555556,5.0,0.8300000000000001,0.03895378112792969
294,poly,14,0.04555555555555556,5.0,0.8233333333333335,0.04449520111083984
295,poly,4,0.04777777777777778,5.0,0.8233333333333333,0.018822336196899415
296,poly,8,0.04777777777777778,5.0,0.8266666666666668,0.018708181381225587
297,poly,10,0.04777777777777778,5.0,0.8400000000000001,0.02812333106994629
298,poly,12,0.04777777777777778,5.0,0.8300000000000001,0.026296472549438475
299,poly,14,0.04777777777777778,5.0,0.8166666666666667,0.03162779808044434
300,poly,4,0.05,5.0,0.8233333333333333,0.017429637908935546
301,poly,8,0.05,5.0,0.8266666666666668,0.021010589599609376
302,poly,10,0.05,5.0,0.8400000000000001,0.01899099349975586
303,poly,12,0.05,5.0,0.8333333333333334,0.023467111587524413
304,poly,14,0.05,5.0,0.82,0.0303863525390625
